ID,Author,State,BlockNumberChoices,Scores,AuthorTokenBalance
0xb7007bfe17d656c8a460506e3e46f21683bbd77b01dc0b038ac5431f4dc0181a,0x1d9f53f5748C03A2741cc363C8C02e128aA3404F,closed,28898236,"['Best fees', 'Speed', 'Nice interface', 'Other', 'Not using']","[6311.702466107636, 3.5, 52.23821008891548, 0.008746506574320882, 0.09500622495051687]",10.2487118482476
0x9dcd9a195e8154f7c2d766b1fb790f23d35371d015a2251a7cd744f43aabe008,0x4a77A9fFb752ED01b6973096353270D6E3298312,closed,28897858,"['Autumn 2023', 'Winter 2024', 'Spring 2024']","[4773.577548889709, 545.8686044120054, 11204.463793550074]",10.22926791095429
0x3a68a6bbbd42db422b4cfbc00133deb2be71487892aa050bbe68a7e76d32045d,0xf2F536E4D6582D145FBa42958f2FA81bd0dDB60E,closed,28897325,"['so close', 'nooo']","[5786.472714646993, 1221.1189443005935]",10.267415412573177
0x3f4c6caa6c835e20a119f6418a842a3ae5ece8a2c418f12a3da6966ebdce6bdf,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28888580,"['For', 'Against', 'Abstain']","[20350.68295255156, 0.6008650095569105, 5]",10.128654868937554
0x8161710069cdbf0ea2e31144048aefbb9e85d80f366a3645eded85800f9d99b4,0x5EC17bCf1Fb27dbC92E1a6389d9E127A61fae8B9,closed,28888545,"['UP', 'Down', 'Sideway']","[676.0074896734126, 3.6083661493576935, 540.167310200962]",10.00306148516555
0x7f5aae65cd83340d1d84938909e2d11cdcf47fc8f14e7dd1239ef89397f13527,0xF7772A1f7f31172bcceccc81bB19321256Fd0339,active,28884466,"['Yes, integrate Gamma', 'No']","[1075930.8356809623, 5264.3763571449135]",0.0
0xbebbff1b34e589f8270e54ca23f8aec35df3975f0add91d309cc2da7da2500f9,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28865593,"['For', 'Against', 'Abstain']","[9813.8399300713, 4.373696264268125, 0.6199452655049039]",10.128654868937554
0x6fcbd2e1af981e9c19baa62d83183e521caeb361ca7f96441552ddcb38188d61,0x9d80fAD03d4b2DDbe43B19D060CB0f11dd39Eec4,closed,28860668,['love'],[7615.091906604288],11.0
0x17528338f8918c5f8e3735cb3b2703930dc424c19546a955f6101874a5ea8de0,0xF2a60530446423b23F5be1E6c770D92C93E5Ff61,closed,28860403,['keep moving'],[5903.689712950337],11.0
0xf217ed46d105b6070e123c99c08be758841d06798da4c80ffe37d93b6e27234e,0x19B132930deF54711e5D8AdC1400e0C2129007bc,closed,28859934,"[""don't fud"", 'keep build']","[5495.378380532346, 0.05586239982378778]",11.0
0x7356370f67f0c86f01de59a14a76d759d1378ebce880a028a289864af736e635,0x019fdE42b92dF333E0bEb4Eaf6ACb046dB304311,closed,28858624,['shit'],[5342.052924353119],11.0
0xb96a1ce861b7261f5a7a2421ba696ae0d8dbb09770dd97b8d3e93c52e67e74cf,0xC465F24E81fE465b830117c65e705FfdA0677E8F,closed,28857379,"['yes', 'no']","[6673.292548771568, 0.01]",10.0
0x7319d74ad62ebe39ad0046840c7cadc60aef782f3d37065ae0bd28c9ec2e310c,0xC465F24E81fE465b830117c65e705FfdA0677E8F,closed,28857350,"['yes', 'no']","[29153.635455368883, 0]",10.0
0xf0f8ea8ca031bdddf4e9f7d846ba866f2ee0ec6c2a7f1aac07077ecebce88629,0xe1291145D722e047251E136D5d850280d68116F9,closed,28848263,"['I help', 'I not help']","[8736.153307858636, 0.47776334366269085]",10.36361
0x5c3059ac998bf17626e5ac738af4c286f3a43ba046b0f0f57c0e1af85ea5a514,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28847224,"['For', 'Against', 'Abstain']","[6802.754621921635, 0.018383947670594945, 0.000758355790801978]",10.128654868937554
0x50543cce47ebd2f0816ddb7553cf5c21a81b059b61e87cd4ee603a5b3cbe7c49,0xA056A59aa75c16A1853e904910a2C54135C5b323,closed,28845537,"['Yes, I am using the link above to buy now', 'No']","[8513.630978428828, 47462.73201323653]",11.15610335643945
0xa3b6e42ea2dc16953dca7a6ad97cafa32bc9924fce27efc886bbf31e0af9bdef,0x4Ae4EA67AcbB707dD1C1de148D5A20C5056f4059,closed,28841481,"['Yes', 'No']","[11454.021693743538, 47480.36537270991]",28.49845
0x0fba2a3276c952b0f9fabfbd6469f37d24d570032d4964b8ac9c8871dd8002b8,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28831673,"['For', 'Against', 'Abstain']","[207631.64157267695, 0.018383947670594945, 48.40104588461578]",10.128654868937554
0x6e0defe0f28dfebc9ac5f8ec9015b84acabb72be33a7aee4796ed6fc2f237e5b,0x0d130C9368eEc98035Bafacbf9c660f4291b1F04,closed,28828867,['10'],[8427.084623025745],11.0
0xae1cae7460d4aa6dbfb834e7f0810af734af0e38a996237a8b3a2f096656a720,0x0d130C9368eEc98035Bafacbf9c660f4291b1F04,closed,28828850,"['yes', 'no']","[116908.8110561044, 898.5133576025936]",11.0
0xefa3075ce07c3387139bf2ea61976710ada236cf32ee597fbf21c2ade686f335,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28791252,"['Join', 'No']","[186118.49095013255, 228.19307384705024]",10.11987874464004
0xe1d88141a3b51f6ad03592420a9e771c082d2c2c1056a158b9fb775ca83ff360,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28783483,"['For', 'Against', 'Abstain']","[207375.9237017682, 0.0823971723622645, 0.014640409110347806]",10.128654868937554
0xfaa299822f841e178935062a802a635600f316d4a34865fa2e56adf8d02d0cdd,0xfa7E0ab8f5747dE101AEcDff1D408B551af7E673,closed,28779771,"['BNB', 'CAKE']","[5740.572023371405, 0.05586239982378789]",0.0
0x40fdcc81c25af4b636b1c681b5230c5ae920e6d7f2ffb721e36ee6212b2fdddb,0x1F232876aB5E66bE6F09FBe2f0B31fcf58C49D36,closed,28775542,"[""YES, Trailing Stop Loss order is a great improvement I'd love to use"", 'NO, current order types (static take profit and static stop loss) are sufficient']","[150252.1707847796, 903.5610764425168]",75.87811766468631
0x1db80075de59a9fde2f7aed4cbb155a38e3bf1a22dc5ba42e430a161fba7b417,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28775216,"['For', 'Against', 'Abstain']","[9375.958296258868, 1.12e-16, 7.989396398e-09]",10.128654868937554
0x5928c08463191720422ca54a8df2a618f2ba132982aca324d3fe0ddf50e44637,0xa765C44dCf3aaeE1Eb7ea13483F06aAAf7C999A1,closed,28773690,"['yes', 'yes too']","[196663.6019519658, 0.1286420072919178]",11.0
0xd663ea0dcbd22ed7d0007458fb26314e3a2b59cd240d0e03c6e529141eed0174,0xfa7E0ab8f5747dE101AEcDff1D408B551af7E673,closed,28765714,"['Yes Now i am Donate ', 'No rip for ur friends ']","[11944.56938878757, 5.267642390561407]",0.0
0x667f85008093c273d3b23e55a81037251a5a1a7bdfd07f793976e4aa5f5f2d09,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28759584,"['For', 'Against', 'Abstain']","[6792.396486821931, 5.3, 0]",10.128654868937554
0x28b7a90f41cd7c0911ca8859bf56fb96e10e37a788842b60aef5b5279a0ff773,0xfa7E0ab8f5747dE101AEcDff1D408B551af7E673,closed,28757298,"['Yes Donate', 'No RIP']","[15962.961516819538, 0.2676423905614063]",0.0
0x199726018728c565bff1d75199be6778440625af153fccdb85e10e6260a7204b,0xfa7E0ab8f5747dE101AEcDff1D408B551af7E673,closed,28756710,"['Yes God Help Everyone ', 'No ...RIP']","[11499.191720180128, 9.451098706911203]",0.0
0xaa54459f9657dde94030d264f649a1ea5022777d9ca5e5145a655b59bfc24e57,0xfa7E0ab8f5747dE101AEcDff1D408B551af7E673,closed,28755921,"['Yes .. God Help Everyone ', 'Yes .. God Help Everyone ']","[6278.41336973485, 0.03764367745441218]",0.0
0x565d3864805f4e45da0c6b69e174b24bc87035eceb2d78ab3523528e95d90e36,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28750253,"['I join', 'No']","[654.0311606661959, 3680.23675028815]",10.11987874464004
0xc754153d2c7b925188025845ad40d4657ed1be6ad5cae52df3d58838a73427c5,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28744561,"['For', 'Against', 'Abstain']","[10890.519940300332, 0, 0]",10.128654868937554
0xc525074e95c61a76ede42984c66ff9a8187ca3695515a43158db67962e6a235d,0x41f7aa4BEf9c3E59C59aa9e371708B235E1991B0,closed,28739390,"['ok', 'ok']","[9175.556320799918, 0.009548239751800518]",0.0
0x41b146358f7c9fabf546e899a28df540bea1c74df57a5b27921444ba5057a15a,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,28717089,"['✅ – Yes, supercharge ETH v3 – increase Farms emission cap!', '❌ – No, maintain status quo of ETH v3 - keep Farms emission cap unchanged!']","[94322271.26421133, 4355960.140185202]",10.0
0x26a442de6c8989ad876ee0bd513809b18ec275141f80974315ffcec02626732c,0xA056A59aa75c16A1853e904910a2C54135C5b323,active,28705478,"['Yes, I will buy some Rich right now', 'No']","[1007502.1241509032, 286.9230512688794]",11.15610335643945
0x5f40d6ee1d9433c623871abaede87fbd378999bf5877a58fcd287198c7574940,0x706218814747E2991f79a02130E6cF228f2e638e,closed,28701702,"['40K', '25K']","[5924.540625052768, 24741.59657057319]",0.0
0xd0cb0b4c272eec0ec6a7f2adfd0a67dcb0575b1b3ee4e651c90a3dbb35581406,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28701474,"['Join', 'No join']","[13954.983746004493, 0.317642467274302]",10.11987874464004
0x79d9e9df8cd2a4ab1d8bed999e0e0ae64d63ea9ab79c09771bae10e1cede816c,0xbBbf88c485345b9B963872F731cc95A8F33a890B,closed,28697176,"['For', 'Against', 'Abstain']","[910.4321572017756, 13883.08825299339, 74.48049205961331]",10.128654868937554
0x79e3e6423a298e44c93712c3e2f712875dc2a24579f1afc36b5e2a89ef368a96,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,28687980,"['✅ Yes, re-launch Community Farm Auctions!', '❌ No, we don’t want new updates for Community Farm Auctions!']","[115727474.6885476, 4105916.485831722]",10.0
0x554ab20ba54e3ebbbdc5a153c4cae448be1dc3ad6dce3bf5369161cc9f70abdf,0xfB27DE6830c0e933e994c231955080455fB1bB54,closed,28684154,"['I still want you to keep fighting', 'Exit the crypto industry.']","[25504.706540360417, 5.314128180847537]",0.0
0xbbef64d8b4711cf5506b19ec9d77f1c65538bce732c43a2da71ad4c9abf1efb4,0xD48B7d0B0A9af29aAebda2c6F27aBC0B821341DE,closed,28674414,"['For', 'Against', 'Abstain']","[4998.602616012372, 42391.07429223497, 6372.139602484374]",10.128654868937554
0x16a66a9772a41c3beaf5319f8d0bdb62c21d10713279253f312b90f88b5d6761,0xD48B7d0B0A9af29aAebda2c6F27aBC0B821341DE,closed,28674406,"['For', 'Against', 'Abstain']","[3846.9872365480296, 42294.30200664403, 4.453681313141771]",10.128654868937554
0x62a50373b201164265e8ea9b3188156f5c9572e05cc06514eae9e68ae4ca0fa0,0x2d0eF6D605A556502B5aaB55234EEBC67Bcf03b3,closed,28672169,"['For', 'Against', 'Abstain']","[10735.138993452314, 14.468230449981698, 2.4305817711433857]",10.142558012641484
0x19ead0660598e5fa29729d14cdb193f4e15793c35c43071dd29b4558a870ebef,0xE980b065C3Cf6040B5Fc77a5d834954c60aF64C0,closed,28664237,"['I will help you on Binance Smart chain', 'I will help you on Fantom chain', 'I will help you on Ethereum chain', 'I will help you on Polygon chain']","[4900.016537029909, 0.018383947670594945, 0, 0.009539946274295325]",1.9752409754055296
0x56c145509b9b5d613236ffd6810c037130b20878243e99728772716a89dc70f6,0xD48B7d0B0A9af29aAebda2c6F27aBC0B821341DE,closed,28645238,['Yes'],[98119.96836560468],10.128654868937554
0x16b9650d6aa336038d8a0246f26235f08b6c893e8e1cd1a9e60b5b565a929459,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,28631580,"['✅– Yes, reduce BNB Chain v2 and v3 Farm emissions!', '❌– No, do not reduce Farm emissions!']","[146533303.68784112, 2157163.966887965]",10.0
0x86ec07f5bef76a72b6ee1295849fac9a1393386d1e0ed9f926abd2c2a66e5dcb,0xD48B7d0B0A9af29aAebda2c6F27aBC0B821341DE,closed,28631724,['Yes'],[0],10.128654868937554
0xd928f51c4ff61a047683888ac6644b3439adda734516c4652f6c3261f9a0d4a4,0xd9E95EF25269806f2e1B35810a929AdA4Fc7a03d,closed,28631004,"['wd', 'ww']","[5046.897606831888, 3950.6416956193857]",10.635335355588659
0x2773a4d0810ae44a11b54e7611ca8fffcd4de2a8af6784ec18bbc5c36c4d2e9d,0xd9E95EF25269806f2e1B35810a929AdA4Fc7a03d,closed,28630835,"['ok', 'no']","[438.31795541955455, 0.00874650654916753]",10.635335355588659
0xb7c08fedd555c6dd83cf03301700a9a15ea603200f5b3efe16af4f6d2a57c0ec,0x1830E4e417512774e88eBD8837A0eBc8bB56222b,closed,28623242,"['Yes', 'No, maybe a different game.']","[1072653.8314931295, 20.8018220362562]",0.0
0xd769775091aa7aa2e0f0cc37183b0c8fd703e910ac4f317fb5092337aa7c0e2f,0xD48B7d0B0A9af29aAebda2c6F27aBC0B821341DE,closed,28606804,['Yes'],[35978.21494869882],10.128654868937554
0x164e39eb55d0970ffab76bc71cec2ea2b7afa6f5a36a12591a6bd07d9da721fc,0xF1ca7AA385FC474FaF742B530eb6EAAbbF7868C4,closed,28600685,"['fruit', 'vegetable']","[78.37739117568216, 4095.431217980166]",0.0
0xba967dbbff4d33f90a5a7b27f7586906ad35405338976979b3f6daf5d71f145d,0x3459b8685D170C01984a2E79E7A80808bCF3181F,closed,28598724,"['Yes', 'No']","[69650.07065775782, 74866.81025583063]",0.0
0x5d12d9674d717af48659c56ea1a3f033e349e293ed31c28c3cb7dae0e73bed74,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28590293,"['Join', 'No join']","[43126.75670260159, 166432.82859498746]",10.11987874464004
0xc415195ab85cd39656e93cf9ea090e29bd5b603b0254e9820f5ff0f57790884f,0x56273b29DC5E93803194730488d245D25c8b4316,closed,28589199,"['Joe Carrasquillo ', 'Joe carrasquillo ']","[5609.123229718305, 13.737192691671416]",0.001
0x35a3dfb00dcfae7117d8a817441313468ae4c8f461d3b06f4b30632193691973,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,28579645,['Yes'],[16614.106020270297],10.128654868937554
0x118df921a258b7e9bc7de167cb1435f611456de554ae3aa4259a71878c248764,0xF40896cDe395236756185e5A32b7857bA3E93236,closed,28576209,"['Round', 'Flat']","[9327.353951412715, 9.703405980327002]",10.1
0x940a0cb79ec923f66768c3ddad4fd41e1e35fbf4f37c2fad8948b088a0ef50ec,0x489c7A8aA1b31a91F51E2CF7f38186D3E32585D5,closed,28575926,"['1', '2']","[3148.5701012488253, 16.86474697048419]",10.2
0x0eb18f0778d9d973136c7937229d6de01a9a226ab382aaa1fc9d9c609f7044eb,0x489c7A8aA1b31a91F51E2CF7f38186D3E32585D5,closed,28575715,"['Yes', 'No']","[441.3811605244601, 10.65491170012441]",10.2
0xb669786529fd01bf2bfa2ea6140f36d294675f59f303ed1084d715f4a4e9d776,0x7c2B236923697E6028DC414DAbD6AC4cF4624Cf5,closed,28556715,['cool'],[13979.506061785743],27.438593289149363
0xf272d170f23557e74893231243d62de882a7e1fbe43ee00665ca6b05d7374292,0x5C87D4395cCc23C44BDBAA9806F457a0644eeB0e,closed,28551600,"['Only one pool.', 'No change.']","[8463.965199603477, 2362.1817817641245]",0.26984696801209834
0xabda5e046128b5326a3514c5f2c65aefab1314ba4a65bbf6970fb4375fbf4ca1,0x0679129f3Fc3A7b2FB4ba8C7c218D29B70Cb06Cd,closed,28546095,['Yes'],[12315.882508527378],10.975454991718486
0xb4ce6215e4e500c404b2918ba0ecca617633ea82813cfa1bd79fac062a63225f,0x0679129f3Fc3A7b2FB4ba8C7c218D29B70Cb06Cd,closed,28546085,['Nice'],[63.7218469649651],10.975454991718486
0x7140f0c0d2b81ec354d1528cf67047598f9d9773197a29631f631cdc66b496bf,0xf098B91D3e539Cd16720B93f6c52e81cf9f6eAd8,closed,28544470,"['Yes, try it is a great idea ', ""No, I wouldn't invest in that ""]","[12905.134238615614, 34.461018899405275]",10.0
0x6f0ebe1432dda731a3065b97136aa2202b63a9217d3db43640ef06eb80993ff7,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28533076,"['I join', 'No join']","[2109.3441479964204, 0.007107358153794633]",10.11987874464004
0xce8b4fc44aabb59dbf0e498944e304e7d597b682f936a7743518c8f389685d07,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28533076,"['I join', 'No join']","[35.894698282638544, 9.25791582145112]",10.11987874464004
0x722d0321e1fb73de28d43907d036b0b24d20f18f662199feaccdb65b33d69949,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28533073,"['I join', 'No join']","[33.75759593545733, 0.27474974871520097]",10.11987874464004
0x616951dc7486c62140f0de0f8e2cbab185d4dfa13d2b8c71d49f47adb5bad234,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28533071,"['I join', 'No join']","[148.94488218325526, 0.27474974871520097]",10.11987874464004
0xaffb31aa53d5cd226fd1769019203697aa0cf547926ea414133f01e9f9401c81,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28533065,"['I join', 'No join']","[23.002273143557808, 10.82380153812588]",10.11987874464004
0x517f427ce7386b42d73a2f253511fbd373bfdbe763cebbb3c9632d06472f9ecf,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28533063,"['I join', 'No join']","[998.1948200501164, 10.768727486628418]",10.11987874464004
0xdcafb287c1dae157c00226ee3085eab31ffd656336756e2f51188a0e5598aea4,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28533046,"['I join', 'No join']","[105.10206680321348, 0]",10.11987874464004
0x0296b1f9cef33d36b0d4f0eb795f2cec5e51c0f871dc188ec817209e15aa382b,0x0679129f3Fc3A7b2FB4ba8C7c218D29B70Cb06Cd,closed,28527050,['Nice'],[3522.7034573051974],10.975454991718486
0x1a6d54139b09890f9d97571d74f103f1e499ace691a846ea444e2a9f68f17418,0xf3fE499606a2B3e6245e9fBDc53ae67A26Ea9E2D,closed,28523655,"['we need this', ""we don't need this""]","[14203.13046616483, 3.523078782100643]",0.006078373924305662
0x9ce55e5df2e1b4d4d44bfbf798975d14ec77adec9c971445876c519daf017f5d,0x0679129f3Fc3A7b2FB4ba8C7c218D29B70Cb06Cd,closed,28516032,['Yes'],[11958.585140014298],10.975454991718486
0x934f110a4ca37d7b2828a187ebe2e5c09e54321c7868336743344c5ef534cc29,0xfB27DE6830c0e933e994c231955080455fB1bB54,closed,28513039,"['Agree with this topic', ""Don't agree. I think decrease decrease decrease emission. enough for drive price"", 'The best ways is Decrease APY for Lock staking and died with $Cake ']","[881527.8550672383, 5.151062082295217, 8871.705078661416]",0.0
0x55bd7a9c61e2ff73d101668ac5391ef56bcab2db6e0e21d1adbd4e4fa56721ec,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,28513264,"['✅ We want an agEUR-USDT Farm!', '❌ We don’t want an agEUR-USDT Farm!']","[13829617.566276548, 12784487.561273873]",10.0
0x42ffdbae2c7905da3629b0a236efcb4088320f09bad1ae892a6eb9cc9147076e,0xa7551aBe0A066555cb5d859849426fB55543Ca25,closed,28513230,"['✅ We support Carbon Browser’s Upgrade from v2 to v3! ', '❌ We do not support Carbon Browser’s Upgrade from v2 to v3.']","[14072499.183736237, 12261606.939279228]",10.0
0xdb1d2102c1c926dc9627b925d44c32e7e71d8a45710825e27383fbe397729c00,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28503055,['Nice'],[4225.312299338617],10.11987874464004
0x9bdfe81f78a649831ea8e0940c2fd41355c6aab33d0476de7b3114918f2e9e95,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28503053,['Nice'],[3938.2482656134],10.11987874464004
0x1013036588ed2a1226020843a7e1a7aaae89e2143f08052825c0caaa0e83ad3c,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28503049,['Nice'],[5775.62534603326],10.11987874464004
0xa190b283064495512a31b9cd316b62dd5ad36f12a1c4780a8026d73a2d406d9b,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28503042,['Nice'],[3553.1170554927785],10.11987874464004
0xb6b9dfc621e5b33d9dc17fa2582918ce3c6b5cbc1b13d0c294814861324635fa,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28502509,"['Join', 'No Join']","[795.0168639323591, 0.008746550358194851]",10.11987874464004
0x76485b97e14415b0ef00e259fd3e1856d24f1a5c2f83ac51777bfa26e71ff85c,0x095B131cbF6De2FbEaE37db4D409817AAf9C362E,closed,28500676,"['2023', '2024', 'pancakeswap dead']","[221.1165038623963, 10592.891207839044, 0]",0.08963868936993036
0x6b4e9673867274d1903965d062d7eec0288c45f627c0a2a75670a02f9cf08e41,0x5cb75B2056a9077986D49e9d535cA03Cd21228F7,closed,28498542,['Yes'],[13879.134747967271],0.16588351335162674
0x574bfd496b0064234cf32afde7d7dc12a6c3ef53e5e4b9654ac7ca156c8f87bb,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28491304,"['Join', 'No Join']","[5408.408165068401, 0]",10.11987874464004
0x637177f9bcdc92f31ae65028d4b3355852b1cca28acfc052996ce17fefcc7e24,0x12A4AF747b3b0EBF0d2D5ae239093656A9f60B05,closed,28487717,['Yes'],[343.161075035795],15.938
0x674aff56121543c4031e656741f74c07c5ca4ee48995fae49cd75ee65e3624e6,0x986c6527aeBe2a1aEB90Cc7EeE8BC52add099244,active,28486631,"['deposit 100 USDT', 'deposit 1000 USDT']","[1046925.5957054012, 308.4453242063596]",12.79895024
0x87d3f25ac24c793abf6903b70b6d29247f004825dd1cc81e28882d009fe2d0c7,0x986c6527aeBe2a1aEB90Cc7EeE8BC52add099244,closed,28486631,"['deposit 500 USDT', 'deposit 3000 USDT']","[106.0436784549293, 0.0001]",12.79895024
0xb53fe64f75278326bf702baa102156b50710bbc21f094f00cd3cc5697834c7ef,0x986c6527aeBe2a1aEB90Cc7EeE8BC52add099244,closed,28486631,"['deposit 100 USDT', 'deposit 1000 USDT']","[130.72874609678087, 0]",12.79895024
0x3fb1af757b01fdef2f57d40d2452f0b44aa03041a8d7d3f8214ed39d3a5b7365,0x986c6527aeBe2a1aEB90Cc7EeE8BC52add099244,active,28486631,"['deposit 100 USDT', 'deposit 1000 USDT']","[1046999.0310283344, 0]",12.79895024
0x43ebf396e3f13423de2ff257ab6a003969234fb4d2418a6416f4e10fcfd6842d,0x986c6527aeBe2a1aEB90Cc7EeE8BC52add099244,closed,28486631,"['deposit 100 USDT', 'deposit 1000 USDT']","[48.13335092898729, 0]",12.79895024
0x50effc56af2697f5a58377e9f9179a04fc6186033ea4cb58c723a4ba1f5b35ec,0x986c6527aeBe2a1aEB90Cc7EeE8BC52add099244,closed,28486631,"['deposit done', 'deposit has been transferred']","[22.9789519104385, 0]",12.79895024
0x5133fadd1171e02fa9c975e25ee1f1e0f681dcf35e5840c3ec76d6bc55f2e1ea,0x2e9b46695b8A1f8d6693dDFC1DBa03F058908E2B,closed,28482288,['yeah i am join through your link'],[3658.3034149970367],0.0
0x7df524e3db08618ef75ad4ce9fee5d52266891eb036050e2fc1883f963b2692c,0x7F7Fa85A6DD5617C2d1fB12df8d2AfD3dB49D73a,closed,28482272,['Yes'],[79.37376380766432],0.5211794081560472
0x7363e9ad3ec7cdf756547b0de349bb0f7f5a27a822b89c0638a148eabdacc7f4,0x7F7Fa85A6DD5617C2d1fB12df8d2AfD3dB49D73a,closed,28482198,['Yes'],[81.80938915919224],0.5211794081560472
0x520ea40ebb5e2289f9d89ccf2ea6330bb976ec96010b1a1152940b3210794f2e,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28469582,"['I join', 'No Join']","[4445.239818454896, 0.34464239069256775]",10.11987874464004
0x08dcae24bc5497898e3e7f618bdaa680c713d8e10d297e0e9c468a3218e41037,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28469579,"['I join', 'No Join']","[1883.3830614624217, 1.31161423e-10]",10.11987874464004
0x6b4c424f2b99efc281aa74fa208fb1214727c3273695a2997fd859206abb3695,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28469575,"['I join', 'No Join']","[55.14152946595317, 2.885631726078848]",10.11987874464004
0x45ddb499eb0113a95ed6f4000931b6069e6e6e83aebbfc53fd70fd577f862aac,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28469573,"['I join', 'No Join']","[52.370064968225705, 2.885632158830604]",10.11987874464004
0x5e4e4d506db7c0ba92be3a9c5d1bbcdaca6cd4f2ef158f8ba0af14a6c3a28b06,0x2c8829427Ce20d57614c461f5b2E9ADa53A3dD96,closed,28461542,['YES'],[10078.96149984889],10.128654868937554
0x8af171d5b8b2c8b252d58ef1c80b11b70565c5d9e28f35adbceb69b81325d528,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28440904,"['I join', 'No Join']","[8135.079557845376, 0.3557506542412897]",10.11987874464004
0xca0c2414e5061a5753e1f67bcce4d78f70a564cf90ccd56303a5cc5d50b01be6,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28440899,"['I join', 'No Join']","[349.8415587998748, 1.31161423e-10]",10.11987874464004
0xfb8aced566714d4bbc0a7a6cbd13e0efe55ece32a61cc1da80a90515b2f80b2a,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28440894,"['I join', 'No Join']","[5398.186851232456, 0.01668655825117127]",10.11987874464004
0x3e786e9a88cd7c7acb23176937c6f0a7947fd3dcd0ade648ea8d2b793b03009a,0xa9c9c971ab3aee191df8EFaAdA0997998580375d,closed,28440879,"['I join', 'No Join']","[5974.480771152743, 1.31161423e-10]",10.11987874464004
0xae852168805c56989df4b12235dd406178c5a8dea4576b734ebc0509dd3461dc,0xA056A59aa75c16A1853e904910a2C54135C5b323,closed,28381391,"['YES', 'NO']","[106740.73434974822, 63.90700574106479]",19.564558735918077
0x051ff92fc8911a975a7626fc65a1204b002301db9db1fb8d52f787129aa49d3a,0x0E3e543eB22461C28c92c8987B0d23d79E24A2F3,closed,28380699,"[""Yes let's go"", ""No he's nice""]","[15954.779524892385, 1.527913554727223]",12.78418
0x4934a541510fa5d0b497b7d549693b867fd84ce74ccad16b336ae40323284d46,0xD0798d8AcdB95A3f980A39bf908F5Ebc015304Bd,closed,28380120,"['yeah sure', ""don't want to ""]","[8348.159762687743, 139.80650815812027]",1.53657004534314
0x29e8c4c19501ba989c2d2fda1ec998e84183afcaf58eb8311f87525484ba7ee4,0xC576Da546A4E091D21b0176C4eAaB140a179b676,closed,28375401,"['Yes, I will help you ', ""I'm not interested""]","[667.0200940141979, 2185.907793841343]",0.0
0xa6605aed835688ec8ac47392fbba26b2b68b11815d727e16ad23638b59cf77ee,0xC576Da546A4E091D21b0176C4eAaB140a179b676,closed,28374882,"['Yes you will help me', 'I do not care']","[300.1299125999918, 10715.319137802831]",0.0
0xfd2105d00c79b9f742fe36753f89c7944d51e0612fe8fda0c136430a55b0705f,0xA056A59aa75c16A1853e904910a2C54135C5b323,closed,28360733,"['Yes, I will send you some tokens', 'No']","[115.22956997482534, 6583.682400571791]",19.664558735918078
0x18343f275d8a0684f507a0aa7d6240ea580ba2791d7ae35ed4df08461e996bf1,0xA056A59aa75c16A1853e904910a2C54135C5b323,closed,28352119,"['Yes, we want TWC Farm', 'No']","[899.1106192197174, 28.986533706961495]",0.0
